,content,score
85,"Pakai toped sebagai buyer dari 2016, pas mau jadi seller dan verifikasi, selalu error, coba install uninstall, ganti hp, tetap error. Nyerah deh.",1
86,"Sekarang kalau mau beli apapun ndak ribet lagi dan ndak harus kemana"",cukup di rumah aja..hehe Dan untuk pembelian kelas juga ndak terlalu ribet......",5
87,"Apl percuma sekian lama saya pelajai mtde codx sampai sekarang masih malah membuat kepala pusing, di toko tertulis tersedia cod setelah terpilih di klik tidak ada pilihan codx , tolong di perbaiki ya, andai bisa tidak di pilh bntang saya tidak akan memilih satu bintang saja sangat2 berat hati rasax, karna tidak pernah merasakan manfaatx, sementara saya hapus lagi, ya buat orang mungki tapi buat saya tidak sama sekali berguna, karna saya lebih memilih pembayaran di tempat/cod,",1
88,Saya kurangi jadi 1 bintang karena ovocash sudah 1 minggu lebih gak bisa di pake pake ... Kalau tidak mampu mengatasi masalah utama Tokopedia seperti yg saya alami mending tutup saja Tokopedia,1
89,"Pihak tokopedia mohon bantuan nya, nomor saya yg di pake akun di tokopedia tadi nya hangus dan sekarang tiba2 udah di pake orang lain gatau siapa, dia bertransaksi di akun tokped saya . Saya menerima email transaksi nya, sekarang mau login ke akun itu susah . Tolong bantuan nya",3
90,"Saya baru aja Download pas mau daftar buat akun bermasalah terus padahal udh berapa kali di coba tetap gk bisa kesel banget,kecewa Ama Apk ini!!!!!😡",1
91,"Makin k sini makin aneh apk ini, massa customer 2 kali berturut turut d batalkan oleh pihak tokped, pertama masalah vocer, kedua, gua ga make vocer dengan harga normal masih aja di batalkan oleh pihak tokped aneh. Klo emang ga bisa ya mending dari awal jangan pas kita udah bayar tapi lu batalin se enak jidat nyepelin customer",1
92,"App yg sangat tidak bisa memuaskan. Untuk pengguna baru mau ambil barang yg Rp. 0 nya dipersulit dengan cara pembayaran nya, kata nya free ongkir, kata nya bisa cod tapi ternyata ga ada. Its oke klo harus bayar ongkirnya saja tidak masalah, tapi ini cara pembayaran nya tidak bisa cod dan tidak bisa bayar di indo/alfama*t jg. Ga kaya app sebelah walau dpt gratis barang tp bayar bisa cod.",1
93,"Aplikasi belanja online yang sangat Bagus Saya sangat merekomendasikan aplikasi shop online ini, aplikasi nya simpel, pencarian kota khusus penjual mudah, tidak ribet, pokoknya saya sangat suka aplikasi Toped ini, sy sampai menjadi akun gold karena kesetiaan sy slalu menggunakan Toped ini untuk shopping online, tidak pernah mengecawakan, asal kita teliti belinya, jaya dan sukses slalu Toko pedia 💪👌👍👍",5
94,"Sebegitu kecewanya sama Tokopedia yang katanya aman dan nyaman. Penjual beebohong soal barang, tidak sesuai. Komplain disetujui, tapi pengembalian yidak ke alamat toko yg tertera di resi bahkan luar Jabodetabek. Setelah diperhatikan ternyata diprofil toko tsb di Bandung, pengiriman yg tertera di resi dari Jakarta, pengembalian barang ke Ngawi. Waw saya merugi 2x dong yah harus bayar ongkir pengembalian 2x lipat :) Thx Tokopedia",1
95,DAPATKAN POTONGAN HARGA!! DI RETNO MEBEL DAN HARGA TERJANGKAU!! AYO BURUAN BELANJA 🧳 ------------------------------------------ Disini tempatnya supplier mebel dan toko online furniture jepara👍terlengkap👍terpercaya👍harga ok👍kualitas mewah dan dijamin puas💯%. pelayanan ramah hanya di : RETNO MEBEL ✔️Kami menerima pesanan custom sesuai bentuk yang di inginkan customer ✔️Menerima pengiriman barang ke seluruh indonesia 🚛 menggunakan expedisi jasa angkut Hanya di : RETNO MEBEL TOKO MEBEL,5
96,Applikasi gk berguna tidak kayak lazada .prosessnya cepet dan terpecaya . Entah kpn brng di kirim .selain kan pesanan tidak bisa di batalkan.tolong la di pertimbangkan .kasian pembeli menunggu tidak pasti.,1
97,Online shop yang tidak profesional dalam menangani masalah pelanggan. Saya tidak pernah melakukan pelanggaran apapun tetapi di klaim melanggar ketentuan dan tidak menyertakan bukti sama sekali saya sebagai pembeli sangat kecewa sekali karena selama ini melakukan transaksi dengan sehat dan jujur,1
98,"Saya sebagai penjual di toped akan merasa senang kalau di toped juga bisa ganti nama atau judul produk kapan saja seperti di shopee atau bukalapak, meski pun produk tersebut sudah laku terjual. Selama ini kan di toped kalau produknya udah laku nggak bisa ganti nama atau judul produknya...",3
99,"Aplikasi yang pasang iklan di mana mana, gak ada otak, setiap di Chrome atau sesuatu apk, cuman pencet tombol play atua segalanya jadi masuk ke Tokopedia",1
100,"Bagus, semoga bisa cepat masuk ke kartu prakerja sertifikatnya...mohon infonya kira2 berapa lama sertifikatnya masuk ke kartu prakerja setelah mengisi ulasan ini?",5
101,"Pembelian pertama,dikasi disc 30ribu,dipakai untuk belanja perlengkapan hewan,dibatalkan sepihak,tarindikasi pelanggaran,pelanggaran apa aneh. Walaupun dana direfun,tapi saya sudah terlanjur kecewa.",1
102,"Dari kemarin pesanan saya tulisannya pesanan diproses aja , kapan dianter nya 😔 .. tumben tokped support nya lamban biasanya cepat banget proses nya .. mohon jd bahan evaluasi lg untuk sistem kerjanya 🙏",1
103,"Tokopedia selain belanja dan bayar tagihan, ternyata bisa beramal juga Terima kasih fitur yg di berikan, Semoga saya dan orang lain di berikan berkah yg ikut serta berdonasi, serta crew,owner,dll tokopedia diberikan berkah. PERTAHANKAN kepercayaan Customer.",5
104,Mohon maaf dan bantuanya ya cs Kenapa setelah buat akun tokopedia dan tidak sengaja keluar sehabis itu masuk lagi kog tidak bisa ya padahal semuanya sudah benar. Mohon dijawab. Aplikasi sudah update terbaru.,1
105,. coba donk adakan layanan ongkir gratis tiapa hari kaya toko online sebelah.. setelah di perbaharui.. untuk metode pembayaran ko ada pilihan pembayaran lewat alfamart.. makin kesini makin tidak menyenangkan.. padahal sudah puluhan produk saya beli di toped.. kaya mulai sekarang sstoppp.. percuma di update sudah 3 kali.. masih aja banyak kendala,1
106,"Saya baru download aplikasi ini, coba beli barang, pas udah bayar, kok tiba-tiba pesanan dibatalkan karna melanggar T&C, senggaknya melanggar kan bisa dikasih tau sebelum bayar, ini saldo udah berkurang aja baru dibatalkan.",1
107,"Tokopedia keren..bukan hanya untuk shoping, untuk membantu para pengusaha muda agar Lebih mudah belajar lagi dan mendapatkan informasi melalui tokopedia..",5
108,Taan umroh hingga naik haji. Impianmu bisa terwujud dengan mudah! Temukan layanan pembiayaan yang sesuai dengan rencana keuanganmu di sini. ✔ Asuransi 45454,4
109,Pelatihan yang saya ikuti sangat bermanfaat. Tapi kenapa sertifikat saya belum keluar padahal progres kelas sudah 100% . Tolong dibantu admin. Terimakasih,5
110,"Mohon kepada pihak tokopedia, untuk mencamtumkan email cs. agar pembeli dapat dgn mudah, menyampaikan kendala-kendalanya, pada saat transaksi.""",3
111,"Kalau bisa expedisi gratis ongkir nya kita bisaq milih sendiri. Kurang sreg kalau dapat anteraja soalnya. Lebih suka siCepat. Mohon saran saya dikabulkan. Kalau beneran dikabulkan, bintangnya aku rubah jadi 5",3
112,"Ini aplikasi terbagus yang pernah saya instal Di tokopedia, banyak voucher voucher yang sangat menarik dan mengurangi harga belanjaan saya Suka banget deh, recomended bagi yang ingin belanja aman Juga ada sebuah donasi apd untuk tenaga medis, itu sangat membantu bagi para tenaga medis.",5
113,"Saya pelanggan setia tokopedia sudah lama nunggu,tokooedia bisa mengadakan bayar ditempat(cod) maklum dikampung jauh dari Indomarek,kalau bisa seperti toko sebelah tuh gampang tuh, bintang di+ kakau bisa,terimskasih",3
114,"Baru pertama kali daftar di tokped, mau beli makanan anabul. Pertama kali belanja tiba2 transaksi dibatalkan sepihak oleh tokped, karena melanggar syarat dan ketentuan. Gajelas bgt pelanggarannya soal apaan",3
115,Marketplace abal abal. Sistem sendiri gak di jaga. Akhirnya kebobolan juga data pribadi nasabah. Skrg bukan data pribadi lagi. Skrg jadi data umum,1
116,Untuk penanganan komplain pengajuan pengembalian barang/dana (barang tidak sesuai beli hp samsung a51 yg datang iphone HDC) sangat lama dari tgl 6november smpe sekarang belom ada kejelasan !!!,1
117,"Saat mau pembayaran ada notifikasi dari ovo, ada tulisan perkiraan biaya kirim terendah xx,xxx (padahal itu biaya kirim yang tertinggi) akibatnya dinyatakan saldo ovo kurang dan tidak bisa melanjutkan transaksi.",3
118,"Kecewa saya ngasih diskon tapi harus pake ovo hmmm, dan 1 lagi bisa enggak, enggak usah hp goyang dikit maaf tidak ada shake ganggu bangke. Perbaiki lagi tuh sistem nya..... Kalo ngasih diskon yg ikhlas dong jgn pake ova ovo segala mending kaya aplikasi lain seperti B, S, L tuh enak ngasih diskon enggak pake ovo jadi bisa dipake voucer nya. Ini Tokopedia ribet acigala pake ovo segala.... Ilangin tuh ovo nya biar enggak ribet....",1
119,Assalamualaikum hai aku mau ngasih tau sedikit aja bahwa aplikasi ini bagus banget bisa buat liat barang barang yang bagus dan ini aplikasi no 1 deh buat aku kalok kalian terserah y assalamualaikum,5
120,"Verifikasi nomor hp perlu download gk jelas, tp waktu download gk bisa bisa. Wifi lancar paket data juga lancar tp buat download katanya koneksi tdk stabil. Duh",2
121,"Saya sudah transaksi tapi malah dibatalkan dari Tokopedianya, padahal saya blm lewat batas transaksi, kembalikan uang saya saja kalo gini!!!",1
122,"Saya beri 1 bintang karna, saat saya sudah membayar pesanan, saya tidak mendapatkan barang(tidak dikirim) yang saya mau. Sudah 3 bulan saya pesan sampai sekarang tidak sampai juga.",1
123,"INI PENGALAMAN SAYA YA, SAYA SARANKAN BUAT KALIAN HATI2 AJA JIKA BERJUALAN DSINI. UANG SAYA TERTAHAN 23JUTA TANPA ALASAN SUDSH 8HARI. SAYA PUNYA 3 TOKO DITOKOPEDIA DENGAN OMZET SUDAH MENEMBUS RATUSAN JUTA. BARU X INI SAYA DI KECEWAKAN. KERUGIAN YANG SAYA ALAMI BANYAK SELAMA 8HARI. KARENA TIDAK BISA BERJUALAN. HATI2 SAJA BUAT KALIAN. DEMI ALLOH , SAYA MENULIS INI DENGAN BENAR, TANPA SAYA BUAT2.",1
124,"Terima kasih tokopedia atas kerjasama nya, sya pengguna kartu prakerja telah membeli pelatihan di tokopedia yang menjadi media untuk sya mengikuti webinar via zoom oleh skill academmy, materi yang disampaikan sangat mudah dipahami dan dimengerti.semoga marketplace tokopedia makin banyak diminati pembeli dan makin jaya. Terimakasih juga untuk pemerintah atas program prakerja nya, adanya program ini sya mendapatkan wawasan dan modal untuk memulai usaha. Terimakasih ☺️",5
125,Tolong lah kalo buka di app tokopedia lite jangan langsung dialihkan ke tokopedia biasa karena itu makan waktu. Sengaja punya tokopedia lite biar memudahkan mencari e liquid tapi malah gak bisa karena selalu dialihkan,1
126,Hai kamu apa kabar pasti baik baki saja kan saya mau tanya saya sering dapat hadiah di toko pedia nah itu hadiah nya bukan penipuan kan kalo dah di balas sama itu nyata ku kasih bintang luma🌟⭐🌟🌟🌟 ok makasih,5
127,"Halo, kenapa ya menu reksa dana saya tdk dpt dibuka sebulan ini? sdh saya coba instal ulang 3x. mohon bantuannya. menu tokopedia care sgt membingungkan, sulit utk menulis pesan, jd saya minta bantuan di sini.",1
128,"ini kenapa ya udah 2hari dari kemarin gagal memuat terus tiap masuk ke apk nya..? keterangannya kegagalan koneksi, padahal jaringan bagus² aja...",2
129,"Ga jelas, saya pengguna baru katanya dapet cashback, pas saya beli barang buat pertama kalinya malah ngga dapet cashback, mending di uninstall aja deh, install shopee lebih bagus soalnya. Thx",1
130,Ini kenapa setelah update terbaru tokopedia jadi lemot banget ya.. Berasa sangat berat..ga seperti sebelum update ringan sekali untuk upload foto produk dan menambahkan produk gampang banget... Diperbarui bukan makin mudah malah makin jelimet juga mau jual barang.. Untuk upload foto 1 produk aja gagal mlu time out lah reconenction lah gagal lah.. Padahal sebelum nya lancar lancar aja cepet malah.. Tolong dong min atas ketidak nyamanan ini buat penjual nyaman min.. Trima kasih sebelum nya.,1
131,"Knp sih kalo belanja ditokped selalu dibatalin? Sy download karena sy tertarik dgn voucher dan diskonnya. Trs buat ap kalian buat voucher kalo ujungnya juga gabisa dipake lagi? Mau nipu?. Dulu di hp lama mau narik pengembalian dana hrs pake otp, yaudah sy pencet, ujung ujungnya malah g ketarik. TANGGAPI ULASAN SAYA !",1
132,"Saya kecewaaa, sama ingin membeli barang dan transaksi berhasil knpa pesanan saya di batal kan, mungkin apa hnya waktu transaksiny lewat 2 menit aja lngsng di batalin, . Pdhl saya pengguna baru, mau nyoba belanja disini .",2
133,Banyak akun palsu di tokped order barang jdi lama gara gara lama ahirnya susah di batalin batas waktu batalin harusnya singkat ini berhari hari.. dan jadilah saya kehilangan ksmpatan buat dapet barang pesanan offline.. masa beli tv rusak kita yg suruh servis ke center servis ya ga adil lah sama aja tv rusak di jual kita yg suruh servis.. dah tau servis centernya kagak ada..,1
134,hey Tokopedia... ini gimana masuk akun tokopedia untuk mengganti nomor saja harus foto KTP sama buku tabungan... nama orang gx punya buku tabungan gimana.... terus mau minta bantuan customer carenya susah... tolong lah mempermudahkan aplikasi ini untuk login... kalau punya buku tabungan ya jangan di ikut campur dengan yg belum punya buku tabungan... saya sudah lama pengguna Tokopedia.. tpi kenapa kalau ganti nomor handphone terus begini..... tolonglah... mempermudakan pengunaan tokopedia,1
135,"Aplikasi shopping tidak profesional sekali yang saya pernah gunakan, pertama kali coba udah sangat mengecewakan. Dapat voucher gratis ongkir Rp. 19.000 + voucher diskon Rp. 20.000 saya gunakan, udah saya check out dan menyelesaikan pembayaran tiba tiba kok sengaja dibatalkan oleh pihak Tokopedia. Nyesel belanja disini Aplikasi shopping paling jelek 👎👎👎",1
136,"tadinya saya udah suka bgt belanja di sini,,, tapi akhir2 ini selalu kendala fitur CODnya, sampe saya cekcok dulu sama seller, saya suruk cek dulu tuh opsinya ke seller, baru deh bisa, tapi kan ada juga bberapa seller yg ga paham kalo stelannya dia lagi ngaco, jadinya sya pindah belanja ke olshop sebelah",3
137,"tdi nya sih saya kasih bintang 5,,krna saya belanja sngat nyaman,,tpi ini udh berlangganan bnyak,,mlah barang saya udh 10 hari tak sampai²,,biasa ny brang saya paling lama smpai 4 hari,,saya kecewa",1
138,Awal2 aja bagus.. ditambah fitur asuransi tp gak guna klaim tanggapan nya cuma minta bukti laporan trus sampe puluhan kali. Gk guna tuh fitur asuransi. Fix uninstall,1
139,Terimakasih untuk toko pedia dengan tokopedia saya bisa mengambil pelatihan prakerja Dan memberikan manfaat yang banyak Bagaimana menjaga kesehatan dan cara membuat masker kain sampai cara menjualnya secara online maupun offline,5
140,"Baru kali ini di kecewakan tokopedia, dan penjual philips store. Pesan barang tgl 27 Nop 2020 hari jumat jam 11, pesanan sdh do terima toko jm 11.57, via same day (grab), brg tdk di kirim pada hari yg sama, sdh chat menanyakan kiriman sampe jm 10 malam, ga ada respon krn mau pergi, jam 8 pagi hari sabtu 28 Nop 2020 ga ada juga info di kirim, akhirnya jm 10 di batalkan tapi ga di proses, jm 14.00 siang baru di cari kurir, berarti komplain ga di tanggapi, sampe tlp driver/kurir dan berganti ganti.",1
141,"min tolong dong kenapa saya tidak bisa redem Gift Cart, sedangkan kode Gifkart yang saya redem sudah benar ,tolong dong perbaiki lagi apk nya ,kalo kya gni saya susah mau beli ini itu klo mau redem Gift Card aja tidak bisa",1
142,"Memang nyaman dipakai. tapi kalau diupdate malah lama banget nunggu nya. aku kira jaringan aku yang lagi buruk. eh enggak. emng lama bngt update nya. tolong dikembangkan lagi ya,",3
143,"Saya tidak bisa login dikarenakan tidak bisa menerima kode OTP karena no hp tdk aktif lgi , buat pengajuan ganti nomor selalu di tolak , di pusat bantuan disuru verifikasi lewat email , tetapi gk ad pilihan selain verifikasi lewat sms , bagaimana saya bisa masuk akun saya.",2
144,"Gimana siiiih tokopedia, kurirnya lemot bangeeett. Terutama buat kurir anter aja selalu lemot kalo ambil barang di penjual. Tolong dong tokopedia saya mulai bosen kalo buka apk tokopedia kalo masih ada orderan yang lemot. Please tolong buat admin kasih tau kurirnya. Tolong ya min",2
145,"luar biasa,akses cepat dan mudah,transaksi gak ribet,banyak promo,gratis ongkir lagi,ayo tunggu apalagi,segera download sekarang sebelum menyesal",5
146,"Ga jelas, mau pembelian pelatihan prakerja ga bisa terus. Menu home gangguan terus, suruh tunggu udah 2hari di coba terus sama aja ga bisa.",1
147,"Terimakasih Tokopedia,saya membeli Pelatihan program prakerja via tokped lancar jaya. Tinggal nungguin sertifikat muncul Di dashboard prakerja. Semoga gak lelet. Pelatihan dress Tgl 11 November. Everything is 👌",5
